tipo;temp_aire_k;temp_proceso_k;velocidad_rpm;torque_nm;torque_predicho;residual;desgaste_min;nivel_desgaste;falla_maquina
L;296,9;307,8;1557;38,1;39,000365070570766;-0,9003650705707642;135;Moderado (100-200 min);0
L;296,9;307,8;1653;29,7;34,34971340895716;-4,649713408957158;137;Moderado (100-200 min);0
L;296,9;307,9;1435;41,6;44,89449079459896;-3,294490794598957;139;Moderado (100-200 min);0
M;297,0;307,9;1569;33,3;38,414833615306826;-5,114833615306829;141;Moderado (100-200 min);0
M;296,9;307,9;1385;44,8;47,312164253631764;-2,5121642536317665;144;Moderado (100-200 min);0
L;297,0;307,9;1635;31,6;35,21403442391716;-3,614034423917161;147;Moderado (100-200 min);0
L;296,9;307,9;1423;43,9;45,4681182990443;-1,5681182990443006;149;Moderado (100-200 min);0
L;297,0;307,9;1479;39,2;42,765894236370144;-3,5658942363701414;151;Moderado (100-200 min);0
L;297,0;307,9;1296;69,1;51,62683026112083;17,473169738879164;153;Moderado (100-200 min);1
L;297,0;307,8;1553;33,3;39,19032989638708;-5,89032989638708;155;Moderado (100-200 min);0
L;297,0;307,9;1529;42,2;40,33995312018417;1,8600468798158332;157;Moderado (100-200 min);0
M;297,1;308,0;1690;25,6;32,54156226036885;-6,941562260368848;159;Moderado (100-200 min);0
L;297,1;308,0;1348;58,0;49,101898802260436;8,898101197739564;162;Moderado (100-200 min);0
L;297,2;308,1;1446;38,5;44,35451161355963;-5,85451161355963;164;Moderado (100-200 min);0
L;297,1;307,9;1456;50,0;43,87976105246954;6,12023894753046;166;Moderado (100-200 min);0
L;297,0;307,9;1350;47,7;49,00041017937225;-1,3004101793722498;168;Moderado (100-200 min);0
L;297,1;307,9;1507;38,3;41,40689451697482;-3,106894516974826;170;Moderado (100-200 min);0
H;297,0;307,9;1448;45,6;44,2513980479667;1,3486019520332988;172;Moderado (100-200 min);0
L;296,9;307,9;1626;29,9;35,61606152441674;-5,7160615244167445;177;Moderado (100-200 min);0
H;297,0;307,9;1846;27,3;24,971542190904795;2,3284578090952053;179;Moderado (100-200 min);0
H;297,0;307,8;1404;40,7;46,38439917104489;-5,684399171044888;184;Moderado (100-200 min);0
L;297,0;307,8;1583;37,2;37,71191642872493;-0,5119164287249305;189;Moderado (100-200 min);0
L;297,0;307,9;1436;47,7;44,81826110565037;2,881738894349631;191;Moderado (100-200 min);0
L;297,0;307,8;1609;35,6;36,44976563573597;-0,8497656357359702;193;Moderado (100-200 min);0
H;297,0;307,7;1834;23,8;25,562981421409603;-1,7629814214096022;195;Moderado (100-200 min);0
L;297,0;307,8;1316;61,2;50,6340929015333;10,565907098466703;200;Moderado (100-200 min);1
L;296,9;307,8;1400;57,1;46,55330238539223;10,546697614607773;202;Alto (>200 min);1
L;296,9;307,9;1367;47,1;48,138783276491395;-1,0387832764913938;204;Alto (>200 min);0
L;297,1;308,1;1754;30,3;29,395643836737268;0,904356163262733;206;Alto (>200 min);0
L;297,1;308,1;1487;34,6;42,32458475630731;-7,7245847563073085;208;Alto (>200 min);0
M;297,1;308,1;1506;37,7;41,40293758161145;-3,702937581611444;210;Alto (>200 min);0
L;297,0;308,1;1362;52,5;48,363123031927174;4,136876968072826;213;Alto (>200 min);1
L;297,1;308,1;1584;36,8;37,621746439014764;-0,8217464390147668;215;Alto (>200 min);0
L;297,0;308,1;1355;43,7;48,69911701904582;-4,999117019045819;217;Alto (>200 min);0
M;297,1;308,1;1823;24,3;26,04429751987672;-1,7442975198767208;219;Alto (>200 min);0
H;297,0;308,1;1517;41,4;40,84992098162978;0,5500790183702193;222;Alto (>200 min);0
L;297,1;308,1;1446;36,6;44,295878075297665;-7,695878075297664;227;Alto (>200 min);0
H;297,1;308,0;1559;38,8;38,833100387397096;-0,03310038739709853;229;Alto (>200 min);0
M;297,1;308,1;1352;44,4;49,01878364655276;-4,618783646552764;0;Bajo (0-100 min);0
M;297,2;308,3;1578;37,8;38,06061957240976;-0,26061957240976596;3;Bajo (0-100 min);0
M;297,2;308,3;1429;42,0;45,27423058215687;-3,274230582156868;6;Bajo (0-100 min);0
M;297,2;308,3;1604;39,4;36,79696556902932;2,6030344309706805;9;Bajo (0-100 min);0
L;297,3;308,5;1398;60,4;46,75996952538588;13,640030474614122;12;Bajo (0-100 min);0
L;297,3;308,4;1441;43,4;44,687195916501445;-1,287195916501446;14;Bajo (0-100 min);0
H;297,3;308,4;1531;35,6;40,32711603308922;-4,727116033089217;16;Bajo (0-100 min);0
L;297,2;308,3;1379;52,1;47,68438798923226;4,415612010767738;21;Bajo (0-100 min);0
L;297,3;308,3;1410;48,1;46,19287966906386;1,907120330936138;23;Bajo (0-100 min);0
L;297,3;308,4;1513;40,5;41,192066920931694;-0,6920669209316941;25;Bajo (0-100 min);0
L;297,3;308,5;1497;47,5;41,95426110712693;5,545738892873068;27;Bajo (0-100 min);0
L;297,3;308,4;1491;46,5;42,25449035355379;4,245509646446209;29;Bajo (0-100 min);0
L;297,3;308,4;1417;47,8;45,83670574097936;1,9632942590206355;31;Bajo (0-100 min);0
M;297,4;308,6;1522;38,0;40,73915746575998;-2,7391574657599804;33;Bajo (0-100 min);0
L;297,3;308,4;1339;52,1;49,61038083161863;2,489619168381374;36;Bajo (0-100 min);0
M;297,2;308,3;1794;27,5;27,573729375309014;-0,07372937530901424;38;Bajo (0-100 min);0
L;297,2;308,4;1460;42,1;43,7354762009818;-1,635476200981799;41;Bajo (0-100 min);0
M;297,2;308,3;1776;28,0;28,441686683934456;-0,4416866839344564;43;Bajo (0-100 min);0
M;297,2;308,3;1431;43,7;45,14730911492673;-1,4473091149267248;46;Bajo (0-100 min);0
L;297,1;308,2;1347;50,8;49,2129374618456;1,5870625381543988;49;Bajo (0-100 min);0
M;297,0;308,1;1507;43,1;41,46273176710397;1,6372682328960337;51;Bajo (0-100 min);0
M;297,0;308,0;1408;47,9;46,266071970456515;1,6339280295434833;54;Bajo (0-100 min);0
M;297,0;307,9;1493;34,7;42,15854430896666;-7,458544308966658;57;Bajo (0-100 min);0
M;296,9;307,9;1441;47,6;44,66329582686119;2,936704173138814;60;Bajo (0-100 min);0
H;296,9;307,9;1557;36,5;39,043319966047235;-2,5433199660472354;63;Bajo (0-100 min);0
M;296,9;307,9;1979;20,4;18,60268020657128;1,79731979342872;68;Bajo (0-100 min);0
M;296,9;308,0;1430;55,9;45,176582417793604;10,723417582206395;71;Bajo (0-100 min);0
L;296,9;308,0;1658;41,0;34,13260003055384;6,867399969446161;74;Bajo (0-100 min);0
M;297,0;308,1;1355;51,4;48,805093351645446;2,594906648354552;76;Bajo (0-100 min);0
H;297,0;308,1;1410;47,6;46,139263902545544;1,4607360974544576;79;Bajo (0-100 min);0
L;296,9;308,0;1521;34,5;40,75980624752799;-6,25980624752799;84;Bajo (0-100 min);0
L;296,8;308,0;1371;54,5;48,011315081240845;6,488684918759155;86;Bajo (0-100 min);0
H;296,9;308,0;1318;53,5;50,5878116558918;2,912188344108202;88;Bajo (0-100 min);0
M;297,0;308,1;1573;34,9;38,2348747886676;-3,334874788667598;93;Bajo (0-100 min);0
L;297,0;308,1;1489;44,1;42,30062486789973;1,7993751321002733;96;Bajo (0-100 min);0
H;297,0;308,1;2540;13,3;-8,599368157433958;21,89936815743396;98;Bajo (0-100 min);0
L;297,0;308,1;1537;39,0;39,970789405918474;-0,9707894059184738;103;Moderado (100-200 min);0
H;296,9;308,0;1416;46,9;45,8290286569416;1,070971343058396;105;Moderado (100-200 min);0
L;296,9;307,9;1359;56,5;48,59686320249298;7,903136797507017;110;Moderado (100-200 min);0
M;296,8;307,8;1551;38,9;39,29694135734399;-0,39694135734399083;112;Moderado (100-200 min);0
M;296,8;307,8;1694;33,0;32,36939249462381;0,6306075053761901;115;Moderado (100-200 min);0
L;296,8;307,9;1709;28,4;31,629547554916172;-3,2295475549161736;118;Moderado (100-200 min);0
L;296,9;308,0;1514;41,0;41,07174886838289;-0,07174886838289041;120;Moderado (100-200 min);0
L;297,0;308,1;1455;43,5;43,927656542618266;-0,4276565426182657;122;Moderado (100-200 min);0
M;297,0;308,2;1702;30,7;31,953121117652913;-1,2531211176529133;124;Moderado (100-200 min);0
M;296,9;308,1;1357;41,8;48,658621816331916;-6,858621816331919;127;Moderado (100-200 min);0
L;297,0;308,2;1577;29,4;38,002190199007266;-8,602190199007268;130;Moderado (100-200 min);0
M;297,0;308,3;1399;46,4;46,60982239663984;-0,2098223966398436;132;Moderado (100-200 min);0
L;297,0;308,3;1399;59,0;46,60756758105261;12,392432418947386;135;Moderado (100-200 min);0
L;297,0;308,3;1492;48,1;42,1022018085397;5,997798191460305;137;Moderado (100-200 min);0
L;297,1;308,3;1763;25,7;28,987822360315995;-3,287822360315996;139;Moderado (100-200 min);0
H;297,1;308,3;1492;41,5;42,11047779868696;-0,6104777986869578;141;Moderado (100-200 min);0
L;297,1;308,4;1488;42,5;42,28927361289222;0,21072638710778335;146;Moderado (100-200 min);0
L;297,1;308,4;1422;42,1;45,484059962715946;-3,384059962715945;148;Moderado (100-200 min);0
M;297,1;308,4;1583;38,2;37,68554737058736;0,514452629412645;150;Moderado (100-200 min);0
L;297,1;308,4;1304;53,5;51,19488024136442;2,305119758635577;153;Moderado (100-200 min);0
M;297,1;308,4;1880;23,5;23,29848632364021;0,20151367635979156;155;Moderado (100-200 min);0
M;297,2;308,5;1604;40,7;36,66265503762985;4,037344962370156;158;Moderado (100-200 min);0
L;297,2;308,6;1500;37,1;41,68581703224962;-4,585817032249622;161;Moderado (100-200 min);0
M;297,2;308,5;1364;55,6;48,28176813970644;7,318231860293558;163;Moderado (100-200 min);0
H;297,2;308,5;2440;14,0;-3,8296922333287355;17,829692233328736;166;Moderado (100-200 min);0
H;297,1;308,4;1654;31,4;34,231330952760416;-2,8313309527604176;171;Moderado (100-200 min);0
H;297,1;308,4;1359;46,6;48,51401868834968;-1,9140186883496781;176;Moderado (100-200 min);0
M;297,1;308,4;1502;37,3;41,584966615238024;-4,284966615238027;181;Moderado (100-200 min);0
M;297,1;308,4;1615;32,6;36,110276643524756;-3,5102766435247545;184;Moderado (100-200 min);0
H;297,2;308,5;1482;39,3;42,54915131038144;-3,2491513103814427;187;Moderado (100-200 min);0
L;297,2;308,6;1636;31,3;35,076223631950285;-3,776223631950284;192;Moderado (100-200 min);0
M;297,1;308,5;1621;32,4;35,80102813474899;-3,401028134748991;194;Moderado (100-200 min);0
L;297,1;308,4;1468;44,4;43,219514341913985;1,1804856580860132;197;Moderado (100-200 min);0
M;297,1;308,4;1432;53,4;44,961441800730796;8,438558199269202;199;Moderado (100-200 min);0
L;297,1;308,4;1726;28,4;30,721169853275818;-2,321169853275819;202;Alto (>200 min);0
M;297,1;308,4;1588;33,4;37,402817541516136;-4,002817541516137;204;Alto (>200 min);0
H;297,2;308,5;1653;33,3;34,252823527727195;-0,9528235277271975;207;Alto (>200 min);0
L;297,2;308,5;1513;42,9;41,02907365978075;1,870926340219249;212;Alto (>200 min);0
L;297,2;308,6;1489;40,2;42,17869688357783;-1,9786968835778254;214;Alto (>200 min);0
L;297,3;308,7;1467;36,8;43,24274525890469;-6,442745258904694;216;Alto (>200 min);0
L;297,3;308,7;1549;36,1;39,27009441309431;-3,1700944130943114;218;Alto (>200 min);0
M;297,4;308,8;1359;48,7;48,470152578059874;0,22984742194012853;220;Alto (>200 min);0
L;297,5;308,8;1533;41,5;40,05259860556278;1,4474013944372217;223;Alto (>200 min);0
L;297,5;308,8;1309;57,3;51,06821961706486;6,231780382935135;0;Bajo (0-100 min);0
H;297,5;308,8;1430;49,4;45,2068522129455;4,1931477870544995;2;Bajo (0-100 min);0
H;297,5;308,9;1419;50,7;45,72464843505237;4,97535156494763;7;Bajo (0-100 min);0
M;297,5;308,9;1535;37,7;40,10316936384693;-2,403169363846928;12;Bajo (0-100 min);0
L;297,5;308,9;1466;43,0;43,442489997575606;-0,44248999757560625;15;Bajo (0-100 min);0
L;297,5;308,9;1427;50,4;45,32970334549311;5,07029665450689;17;Bajo (0-100 min);0
M;297,5;308,9;1280;48,5;52,44720870103549;-3,9472087010354926;19;Bajo (0-100 min);0
L;297,6;309,0;1528;33,8;40,43477545210439;-6,6347754521043925;22;Bajo (0-100 min);0
H;297,6;309,0;1885;25,2;23,14425143873064;2,0557485612693576;24;Bajo (0-100 min);0
H;297,8;309,2;1648;33,0;34,61832211633308;-1,6183221163330828;29;Bajo (0-100 min);0
L;297,8;309,2;1400;56,9;46,62486425601152;10,275135743988479;34;Bajo (0-100 min);0
M;297,8;309,3;2243;15,7;5,78686552970882;9,91313447029118;36;Bajo (0-100 min);0
L;297,9;309,4;1558;35,7;38,95834379109271;-3,258343791092706;39;Bajo (0-100 min);0
L;298,0;309,6;1633;34,8;35,31365440688025;-0,5136544068802493;41;Bajo (0-100 min);0
M;298,1;309,6;1549;38,7;39,39143850223835;-0,6914385022383485;43;Bajo (0-100 min);0
L;298,0;309,5;1496;45,8;41,95577932845007;3,8442206715499267;46;Bajo (0-100 min);0
L;298,1;309,5;1467;41,8;43,3699887902955;-1,569988790295504;48;Bajo (0-100 min);0
M;298,0;309,4;1276;65,9;52,61823212033476;13,281767879665246;50;Bajo (0-100 min);0
H;298,0;309,4;1490;40,5;42,25225054889822;-1,7522505488982176;53;Bajo (0-100 min);0
H;298,0;309,4;1562;38,1;38,76163118450292;-0,6616311845029159;58;Bajo (0-100 min);0
L;298,1;309,4;1397;48,2;46,75987946999246;1,4401205300075404;63;Bajo (0-100 min);0
H;298,1;309,5;1530;40,2;40,30620783085337;-0,10620783085336427;65;Bajo (0-100 min);0
M;298,1;309,4;1362;47,6;48,449620273130336;-0,8496202731303342;70;Bajo (0-100 min);0
M;298,2;309,4;1693;34,4;32,42877143769705;1,9712285623029473;73;Bajo (0-100 min);0
M;298,2;309,4;1408;46,5;46,228676086675506;0,271323913324494;76;Bajo (0-100 min);0
L;298,2;309,4;1398;52,9;46,710707568090584;6,189292431909415;79;Bajo (0-100 min);0
M;298,3;309,6;1531;40,1;40,257157661264756;-0,15715766126475472;81;Bajo (0-100 min);0
H;298,3;309,5;1521;37,1;40,750349821296794;-3,6503498212967926;84;Bajo (0-100 min);0
H;298,3;309,5;1427;54,3;45,29888298713975;9,001117012860249;89;Bajo (0-100 min);0
L;298,3;309,4;1546;36,1;39,543278705450575;-3,443278705450574;94;Bajo (0-100 min);0
L;298,3;309,4;1356;45,4;48,743215138102876;-3,3432151381028774;96;Bajo (0-100 min);0
L;298,4;309,5;2153;15,3;10,144215788940997;5,155784211059004;98;Bajo (0-100 min);1
M;298,5;309,6;1492;41,7;42,154158542715095;-0,45415854271509204;100;Bajo (0-100 min);0
L;298,5;309,6;1582;40,3;37,79332705410713;2,5066729458928663;103;Moderado (100-200 min);0
L;298,5;309,6;1419;41,5;45,68569048485321;-4,185690484853211;105;Moderado (100-200 min);0
M;298,5;309,6;1441;48,2;44,61875742105666;3,581242578943346;107;Moderado (100-200 min);0
M;298,6;309,7;1635;32,2;35,221470175938;-3,021470175937999;110;Moderado (100-200 min);0
L;298,6;309,7;1429;45,8;45,195513078598246;0,604486921401751;113;Moderado (100-200 min);0
M;298,6;309,7;1675;28,4;33,28056696195007;-4,880566961950073;115;Moderado (100-200 min);0
M;298,7;309,7;1868;23,8;23,942869025148596;-0,14286902514859534;118;Moderado (100-200 min);0
H;298,7;309,8;1582;33,4;37,780041625210316;-4,380041625210318;121;Moderado (100-200 min);0
L;298,8;309,9;1486;40,3;42,425553782767004;-2,125553782767007;126;Moderado (100-200 min);0
L;298,7;309,8;1402;54,3;46,4919337348816;7,8080662651183985;128;Moderado (100-200 min);0
L;298,7;309,9;1621;34,1;35,87339994152269;-1,7733999415226904;130;Moderado (100-200 min);0
L;298,8;309,9;1428;42,4;45,22990467420591;-2,8299046742059133;132;Moderado (100-200 min);0
M;298,7;309,8;1343;53,6;49,344713256020746;4,255286743979255;134;Moderado (100-200 min);0
M;298,7;309,9;1458;40,2;43,76200534629006;-3,562005346290057;137;Moderado (100-200 min);0
L;298,7;309,8;1322;57,0;50,357204848551135;6,6427951514488655;140;Moderado (100-200 min);0
L;298,7;309,9;1483;32,8;42,54753157780559;-9,747531577805596;142;Moderado (100-200 min);0
L;298,6;309,8;1505;45,7;41,48047678169577;4,219523218304232;144;Moderado (100-200 min);0
L;298,7;309,9;1593;42,5;37,21737588999728;5,282624110002722;146;Moderado (100-200 min);0
L;298,8;310,0;2098;19,6;12,759536413302687;6,8404635866973145;148;Moderado (100-200 min);0
L;298,8;310,0;1672;30,4;33,38862945520937;-2,98862945520937;150;Moderado (100-200 min);0
L;298,8;310,0;1487;41,4;42,34642273936052;-0,9464227393605213;152;Moderado (100-200 min);0
L;298,8;310,0;1423;42,1;45,444351829783784;-3,3443518297837826;154;Moderado (100-200 min);0
L;298,9;310,1;1750;25,0;29,60680843973021;-4,606808439730209;156;Moderado (100-200 min);0
L;298,9;310,2;1654;31,1;34,24329300194389;-3,1432930019438885;158;Moderado (100-200 min);0
L;298,9;310,2;1498;50,2;41,796656024788355;8,403343975211648;160;Moderado (100-200 min);0
L;298,9;310,1;1587;30,2;37,496165449693315;-7,296165449693316;162;Moderado (100-200 min);0
L;298,9;310,1;1473;42,6;43,0155260251281;-0,4155260251281021;164;Moderado (100-200 min);0
L;298,9;310,2;1359;56,9;48,52372592194593;8,376274078054067;166;Moderado (100-200 min);0
M;299,0;310,3;1635;34,5;35,15604264660412;-0,6560426466041207;168;Moderado (100-200 min);0
L;299,0;310,3;1520;45,0;40,72308024654339;4,27691975345661;171;Moderado (100-200 min);0
L;299,0;310,3;1507;36,7;41,351149222254904;-4,651149222254901;173;Moderado (100-200 min);0
L;299,0;310,3;1428;46,3;45,175507758181624;1,1244922418183734;175;Moderado (100-200 min);0
M;299,0;310,3;1582;33,3;37,71599557395466;-4,41599557395466;177;Moderado (100-200 min);0
L;299,0;310,3;1929;24,4;20,909006252387467;3,4909937476125315;180;Moderado (100-200 min);0
M;299,0;310,3;1540;38,1;39,74623999538562;-1,6462399953856206;182;Moderado (100-200 min);0
L;298,9;310,2;1362;53,0;48,364159534126145;4,635840465873855;185;Moderado (100-200 min);0
H;298,9;310,1;1452;49,9;44,01524032933088;5,884759670669119;187;Moderado (100-200 min);0
L;298,9;310,1;1361;51,7;48,418487606073136;3,2815123939268673;192;Moderado (100-200 min);0
M;298,8;310,1;1243;74,5;54,12028028937862;20,37971971062138;194;Moderado (100-200 min);1
H;298,8;310,1;1567;36,8;38,42714945091673;-1,6271494509167326;197;Moderado (100-200 min);0
L;298,9;310,2;1411;46,5;45,97837939048724;0,5216206095127589;202;Alto (>200 min);0
L;298,8;310,2;1814;26,8;26,448855999972665;0,35114400002733603;204;Alto (>200 min);0
M;298,8;310,1;1719;28,8;31,059233289720027;-2,259233289720026;206;Alto (>200 min);0
H;298,8;310,2;1663;30,4;33,75782105872875;-3,357821058728753;209;Alto (>200 min);0
L;298,9;310,2;1696;30,2;32,167200663572665;-1,9672006635726653;214;Alto (>200 min);0
H;298,9;310,2;1771;26,8;28,533550225663895;-1,733550225663894;216;Alto (>200 min);0
L;299,0;310,3;1868;24,0;23,8323368510761;0,1676631489239;221;Alto (>200 min);0
M;299,0;310,3;1558;35,4;38,843708847756055;-3,4437088477560565;223;Alto (>200 min);0
L;299,0;310,4;1365;49,1;48,17701888569634;0,9229811143036599;226;Alto (>200 min);1
L;299,0;310,4;1371;53,8;47,884943897103476;5,915056102896521;228;Alto (>200 min);1
L;298,9;310,3;1583;32,6;37,61644945794987;-5,016449457949868;230;Alto (>200 min);0
H;298,7;310,2;1613;36,0;36,32505561872012;-0,32505561872012123;0;Bajo (0-100 min);0
L;298,6;310,1;1721;27,2;31,09088385280326;-3,8908838528032597;5;Bajo (0-100 min);0
M;298,6;310,2;1668;31,5;33,64493733790703;-2,144937337907031;7;Bajo (0-100 min);0
L;298,6;310,2;1569;36,3;38,43711686264262;-2,137116862642621;10;Bajo (0-100 min);0
M;298,6;310,2;1328;50,5;50,10691341000667;0,3930865899933309;12;Bajo (0-100 min);0
M;298,6;310,1;1596;33,0;37,13694651337464;-4,136946513374639;15;Bajo (0-100 min);0
L;298,5;310,2;1676;32,7;33,2379582322218;-0,5379582322217971;18;Bajo (0-100 min);0
L;298,5;310,1;1809;28,9;26,806607950316618;2,0933920496833807;20;Bajo (0-100 min);0
L;298,5;310,0;1804;26,1;27,058408567043244;-0,958408567043243;22;Bajo (0-100 min);0
L;298,6;310,1;1533;33,9;40,18118573772748;-6,281185737727483;24;Bajo (0-100 min);0
L;298,7;310,2;1717;27,3;31,268936394806865;-3,968936394806864;26;Bajo (0-100 min);0
L;298,7;310,2;1363;45,5;48,411168098296955;-2,9111680982969546;28;Bajo (0-100 min);0
L;298,7;310,2;1402;45,9;46,520948329596486;-0,6209483295964873;30;Bajo (0-100 min);0
L;298,7;310,2;1436;47,5;44,87287170939717;2,6271282906028333;32;Bajo (0-100 min);0
L;298,7;310,2;1525;43,7;40,561220455685174;3,138779544314829;34;Bajo (0-100 min);0
M;298,7;310,2;1598;33,3;37,02442727717687;-3,724427277176872;36;Bajo (0-100 min);0
M;298,6;310,1;1444;48,1;44,48005970311186;3,6199402968881387;39;Bajo (0-100 min);0
L;298,6;310,0;1334;48,0;49,81611483316694;-1,8161148331669423;42;Bajo (0-100 min);0
M;298,6;310,0;1681;35,5;33,009877116795494;2,4901228832045064;44;Bajo (0-100 min);0
L;298,6;309,9;1593;37,4;37,28050239344551;0,11949760655448927;47;Bajo (0-100 min);0
L;298,6;309,9;1461;45,7;43,671578303484445;2,028421696515558;49;Bajo (0-100 min);0
M;298,7;310,1;1693;31,9;32,4235940563358;-0,5235940563358028;51;Bajo (0-100 min);0
L;298,7;310,2;1404;50,3;46,40605254549822;3,8939474545017774;54;Bajo (0-100 min);0
H;298,8;310,2;1707;27,6;31,74195694686714;-4,14195694686714;56;Bajo (0-100 min);0
M;298,6;310,1;1458;41,9;43,78552357300231;-1,8855235730023097;61;Bajo (0-100 min);0
L;298,6;310,0;1517;41,2;40,93714028371845;0,2628597162815538;64;Bajo (0-100 min);0
L;298,7;310,1;1433;54,6;45,00376370045959;9,596236299540415;66;Bajo (0-100 min);0
L;298,7;310,2;1566;33,1;38,5500920613205;-5,450092061320497;68;Bajo (0-100 min);0
L;298,7;310,1;1676;33,5;33,23260026252062;0,26739973747937995;70;Bajo (0-100 min);0
M;298,7;310,1;1368;56,8;48,14711499980011;8,652885000199888;72;Bajo (0-100 min);0
M;298,8;310,2;1581;37,5;37,829683790377075;-0,32968379037707507;75;Bajo (0-100 min);0
H;298,8;310,3;1708;27,1;31,665832324243624;-4,5658323242436225;78;Bajo (0-100 min);0
M;298,7;310,3;1481;41,5;42,644090829286995;-1,144090829286995;83;Bajo (0-100 min);0
L;298,7;310,3;1451;40,0;44,09469490470668;-4,094694904706678;86;Bajo (0-100 min);0
M;298,7;310,3;1495;38,7;41,96233198750506;-3,262331987505057;88;Bajo (0-100 min);0
M;298,8;310,3;1573;41,8;38,19392646623009;3,6060735337699086;91;Bajo (0-100 min);0
M;298,8;310,3;1366;59,0;48,21639799859056;10,783602001409442;94;Bajo (0-100 min);0
L;298,8;310,3;1553;36,8;39,157989429060244;-2,3579894290602468;97;Bajo (0-100 min);0
M;298,8;310,3;1528;37,1;40,36720196117452;-3,2672019611745213;99;Bajo (0-100 min);0
M;298,8;310,2;1527;31,2;40,42453645390449;-9,224536453904488;102;Moderado (100-200 min);0
L;298,8;310,2;1461;46,7;43,61857119853247;3,0814288014675313;105;Moderado (100-200 min);0
H;298,8;310,2;1455;44,9;43,90763976634237;0,992360233657628;107;Moderado (100-200 min);0
L;298,7;310,1;1620;34,8;35,91303610751236;-1,1130361075123645;112;Moderado (100-200 min);0
L;298,7;310,1;1786;27,7;27,872380366882624;-0,17238036688262426;114;Moderado (100-200 min);0
M;298,8;310,2;1583;35,7;37,7020107179512;-2,002010717951194;116;Moderado (100-200 min);0
L;298,8;310,1;1653;30,3;34,32091250196479;-4,020912501964791;119;Moderado (100-200 min);0
M;298,9;310,2;1331;49,0;49,91354978736078;-0,913549787360779;121;Moderado (100-200 min);0
L;298,9;310,3;1484;43,8;42,49055394902133;1,3094460509786643;124;Moderado (100-200 min);0
M;298,9;310,2;1603;36,1;36,73720448291939;-0,6372044829193868;126;Moderado (100-200 min);0
L;298,9;310,2;1445;40,0;44,38667315996857;-4,3866731599685735;129;Moderado (100-200 min);0
L;298,9;310,1;1823;26,1;26,090308601506933;0,009691398493067993;131;Moderado (100-200 min);0
H;298,9;310,1;1491;45,3;42,16711045159196;3,1328895484080377;133;Moderado (100-200 min);0
L;298,9;310,2;1533;42,8;40,11818929958662;2,6818107004133793;138;Moderado (100-200 min);0
L;298,9;310,2;1409;54,8;46,121836172023706;8,678163827976292;140;Moderado (100-200 min);0
L;298,9;310,2;2737;8,8;-18,1928872802738;26,992887280273802;142;Moderado (100-200 min);1
M;299,0;310,3;1494;46,6;42,00251795903442;4,5974820409655806;144;Moderado (100-200 min);0
L;299,1;310,4;1594;33,3;37,157521905737426;-3,8575219057374284;147;Moderado (100-200 min);0
L;299,1;310,4;1527;44,0;40,40073688526138;3,599263114738619;149;Moderado (100-200 min);0
L;299,1;310,4;1452;39,7;44,03138090238718;-4,331380902387174;151;Moderado (100-200 min);0
L;299,0;310,3;1483;39,2;42,528468438975274;-3,3284684389752712;153;Moderado (100-200 min);0
L;299,1;310,2;1569;38,2;38,38454616391116;-0,18454616391115763;155;Moderado (100-200 min);0
L;299,1;310,3;1472;46,6;43,069459355825074;3,530540644174927;157;Moderado (100-200 min);0
L;299,0;310,2;1533;43,5;40,11368800140626;3,38631199859374;159;Moderado (100-200 min);0
H;298,9;310,1;1366;62,7;48,19964421863999;14,500355781360014;161;Moderado (100-200 min);0
H;298,9;310,2;1532;37,7;40,14557298380607;-2,4455729838060662;166;Moderado (100-200 min);0
M;298,9;310,1;1313;56,8;50,75884554079478;6,041154459205217;171;Moderado (100-200 min);0
L;299,0;310,2;1372;48,0;47,89942330520723;0,10057669479277109;174;Moderado (100-200 min);0
M;298,9;310,1;1555;40,6;39,0353591273603;1,5646408726396999;176;Moderado (100-200 min);0
L;298,9;310,1;1394;42,7;46,83011369351018;-4,130113693510175;179;Moderado (100-200 min);0
L;298,9;310,1;1442;48,0;44,504036257507636;3,495963742492364;181;Moderado (100-200 min);0
L;298,9;310,0;1564;33,8;38,60540090230499;-4,805400902304996;183;Moderado (100-200 min);0
L;298,9;310,0;1452;48,9;44,02790421833932;4,872095781660676;185;Moderado (100-200 min);0
L;298,9;310,1;1466;42,5;43,33723951352765;-0,8372395135276491;187;Moderado (100-200 min);0
M;298,9;310,1;1469;53,2;43,190450414035475;10,009549585964528;189;Moderado (100-200 min);0
L;298,9;310,1;1944;23,4;20,184596490838793;3,215403509161206;192;Moderado (100-200 min);0
M;298,8;309,9;1415;53,2;45,81287733817291;7,387122661827092;194;Moderado (100-200 min);0
M;298,7;309,8;1528;36,7;40,33806563414637;-3,638065634146365;197;Moderado (100-200 min);0
M;298,7;309,8;1570;42,1;38,30180837114946;3,798191628850539;200;Moderado (100-200 min);0
L;298,7;309,9;1617;33,0;36,01224728103445;-3,0122472810344476;203;Alto (>200 min);0
M;298,7;309,9;2083;18,2;13,443002630335585;4,756997369664415;205;Alto (>200 min);0
L;298,7;309,9;1541;38,5;39,689065112273255;-1,189065112273255;208;Alto (>200 min);0
L;298,8;309,9;1320;47,4;50,40157147656293;-3,0015714765629298;210;Alto (>200 min);0
L;298,7;309,8;1354;53,3;48,753373124050334;4,546626875949663;212;Alto (>200 min);1
M;298,8;309,9;1495;35,2;41,92355485823963;-6,7235548582396305;214;Alto (>200 min);0
